HBr2,HBr3,LEr3,LEr2,SBz1,SBz3,SBz2,Slenfrac,HBz1,HBz2,Beta53,Beta52,Beta51,Beta54,SBr3,Hlenfrac,Beta14,Beta13,Beta12,Beta11,Thk54,Thk51,Thk53,Thk52,Thk11,Thk13,Thk12,Thk14,LEz3,LEz2
22.31955,37.99114,1.0,1.0,44.94809,29.13999,35.862640000000006,0.3959813,24.719640000000002,9.048017,25.2934,24.75,23.1198,24.75,62.19873,0.5073112,24.75,49.9851,55.3927,38.314099999999996,6.4427,6.4427,6.4427,6.4427,6.4427,6.4427,6.4427,6.4427,1.0,1.0
