Hlenfrac,Slenfrac,SBz1,SBz2,SBz3,SBr3,HBz1,HBz2,HBr2,HBr3,LEz2,LEr2,LEz3,LEr3,Beta11,Beta12,Beta13,Beta14,Beta51,Beta52,Beta53,Beta54,Thk11,Thk12,Thk13,Thk14,Thk51,Thk52,Thk53,Thk54,nu,H
-0.8480731165925968,-0.971903131853335,-0.31605490745782877,-0.9465611264089651,-0.9542445538737381,-0.9857079990999918,0.8072499688738153,0.8150870551744438,0.4133621438571633,0.7054756054053918,-0.5277128522455141,0.6745580867733735,0.42659114887488914,-0.4725776137866726,0.07474057341342495,-0.8187794350054638,-0.6298892640792818,0.9126762962108927,-0.9643773893062397,-0.9539899756326351,-0.9028028181771983,0.22770226646369915,0.758467593011116,0.6333143449195612,0.3772877488909778,-0.7352727886306882,0.20316959620793945,0.5904320783492829,0.6900119894312332,-0.729507490572527,0.957916439,35.358467100000006
