HBr2,HBr3,LEr3,LEr2,SBz1,SBz3,SBz2,Slenfrac,HBz1,HBz2,Beta53,Beta52,Beta51,Beta54,SBr3,Hlenfrac,Beta14,Beta13,Beta12,Beta11,Thk54,Thk51,Thk53,Thk52,Thk11,Thk13,Thk12,Thk14,LEz3,LEz2
18.261450000000004,31.08366,-1.0,-1.0,36.77571,23.84181,29.342160000000003,0.3239847,20.22516,7.4029229999999995,20.6946,20.25,18.9162,20.25,50.88987,0.4150728,20.25,40.8969,45.3213,31.347899999999996,5.2713,5.2713,5.2713,5.2713,5.2713,5.2713,5.2713,5.2713,-1.0,-1.0
